Column1,Column5,Column9
°¡ºÎ°£,Adverb,*
°¡ºĞ°¡ºĞ,Adverb,*
°¡ºĞ°¡ºĞÈ÷,Adverb,*
°¡ºĞÈ÷,Adverb,*
°¡ºÒ°¡ºÒ,Adverb,*
°¡º×°¡º×,Adverb,*
°¡º×°¡º×ÀÌ,Adverb,*
°¡º×ÀÌ,Adverb,*
°¡»Ó°¡»Ó,Adverb,*
°¡»Ó°¡»ÓÈ÷,Adverb,*
°¡»ÓÈ÷,Adverb,*
°¡»Ö°¡»Ö,Adverb,*
°¡»Ö°¡»ÖÀÌ,Adverb,*
°¡»ÖÀÌ,Adverb,*
°¡»ß,Adverb,*
°¡»ç,Adverb,*
°¡»ì½º·¹,Adverb,*
°¡»óÀûÀ¸·Î,Adverb,*
°¡»óÈ÷,Adverb,*
°¡»õ°¡»õ,Adverb,*
°¡¼®È÷,Adverb,*
°¡¼³ÀûÀ¸·Î,Adverb,*
°¡¼Ò·ÎÀÌ,Adverb,*
°¡½½°¡½½,Adverb,*
°¡½¿Ã÷·¹,Adverb,*
°¡½ÃÀûÀ¸·Î,Adverb,*
°¡¾Æ,Adverb,*
°¡¾ÏÈ÷,Adverb,*
°¡¾à,Adverb,*
°¡¾øÀÌ,Adverb,*
°¡¿­È÷,Adverb,*
°¡¿²ÀÌ,Adverb,*
°¡À§,Adverb,*
°¡À¸³»,Adverb,*
°¡À»³»,Adverb,*
°¡ÀÏÃş,Adverb,*
°¡Àå,Adverb,*
°¡Á¤ÀûÀ¸·Î,Adverb,*
°¡Á·ÀûÀ¸·Î,Adverb,*
°¡Á×°¡Á×,Adverb,*
°¡ÁßÈ÷,Adverb,*
°¡Áõ½º·¹,Adverb,*
°¡Áö²¯,Adverb,*
°¡Áö·±È÷,Adverb,*
°¡Áö·Ï,Adverb,*
°¡Á÷ÀÌ,Adverb,*
°¡Â÷¾øÀÌ,Adverb,*
°¡Â÷ÀÌ,Adverb,*
°¡Ä¡,Adverb,*
°¡Ä¡ÀÛ°¡Ä¡ÀÛ,Adverb,*
°¡Ä¥°¡Ä¥,Adverb,*
°¡Ä©°¡Ä©,Adverb,*
°¡Å¸ºÎÅ¸,Adverb,*
°¡Å»°¡Å»,Adverb,*
°¡ÅëÈ÷,Adverb,*
°¡ÇÕÈ÷,Adverb,*
°¡È¤È÷,Adverb,*
°¡È÷,Adverb,*
°¢°¡,Adverb,*
°¢°¢,Adverb,*
°¢±ÙÈ÷,Adverb,*
°¢±â,Adverb,*
°¢º°È÷,Adverb,*
°¢¼³,Adverb,*
°¢ÀÚ,Adverb,*
°¢ÀÛ°¢ÀÛ,Adverb,*
°¢Á×°¢Á×,Adverb,*
°¢Áß¿¡,Adverb,*
°¢Áï,Adverb,*
°¢È÷,Adverb,*
°£°£,Adverb,*
°£°£ÀÌ,Adverb,*
°£°£Â¬Â©È÷,Adverb,*
°£°£È÷,Adverb,*
°£°áÈ÷,Adverb,*
°£°í½º·¹,Adverb,*
°£°íÈ÷,Adverb,*
°£°îÈ÷,Adverb,*
°£°ïÈ÷,Adverb,*
°£°÷¾øÀÌ,Adverb,*
°£±³½º·¹,Adverb,*
°£±³È÷,Adverb,*
°£±¸È÷,Adverb,*
°£´É½º·¹,Adverb,*
°£´Ú°£´Ú,Adverb,*
°£´Ü°£´ÜÈ÷,Adverb,*
°£´Ü¸í·áÈ÷,Adverb,*
°£´Ü½º·¹,Adverb,*
°£´Ü¾øÀÌ,Adverb,*
°£´ÜÀÌ,Adverb,*
°£´ÜÈ÷,Adverb,*
°£´ç°£´ç,Adverb,*
°£´ó°£´ó,Adverb,*
°£µ¥¾øÀÌ,Adverb,*
°£µ¥¿Âµ¥¾øÀÌ,Adverb,*
°£µ¥Á·Á·,Adverb,*
°£µ­°£µ­,Adverb,*
°£µ¶È÷,Adverb,*
°£µ¿°£µ¿,Adverb,*
°£µ¿È÷,Adverb,*
°£µå¶û,Adverb,*
°£µå¶û°£µå¶û,Adverb,*
°£µåÀÛ°£µåÀÛ,Adverb,*
°£µé°£µé,Adverb,*
°£·«È÷,Adverb,*
°£¸°½º·¹,Adverb,*
°£¸¸¿¡,Adverb,*
°£¸íÈ÷,Adverb,*
°£¹¬È÷,Adverb,*
°£¹ÚÈ÷,Adverb,*
°£»ç½º·¹,Adverb,*
°£»çÈ÷,Adverb,*
°£¼¼È÷,Adverb,*
°£¼ÒÈ÷,Adverb,*
°£¼ÖÈ÷,Adverb,*
°£½Å°£½Å,Adverb,*
°£½Å°£½ÅÈ÷,Adverb,*
°£½ÅÈ÷,Adverb,*
°£½Ç°£½Ç,Adverb,*
°£¾Ç½º·¹,Adverb,*
°£¾ÇÈ÷,Adverb,*
°£¾àÈ÷,Adverb,*
°£¿äÈ÷,Adverb,*
°£ÀÜÁö·±È÷,Adverb,*
°£ÀıÈ÷,Adverb,*
°£Á¢ÀûÀ¸·Î,Adverb,*
°£Á¤È÷,Adverb,*
°£Á¶·Î´Ï,Adverb,*
°£Á¾°£Á¾,Adverb,*
°£Áú°£Áú,Adverb,*
°£Ã¸È÷,Adverb,*
°£ÃøÈ÷,Adverb,*
°£Æ¯½º·¹,Adverb,*
°£Æ¯È÷,Adverb,*
°£ÆíÈ÷,Adverb,*
°£ÇÌÈ÷,Adverb,*
°£ÇæÀûÀ¸·Î,Adverb,*
°£È¤,Adverb,*
°£È°È÷,Adverb,*
°¥°¡¸®,Adverb,*
°¥°¥,Adverb,*
°¥°¥°¥°¥,Adverb,*
°¥°­°¥°­,Adverb,*
°¥°ñÈ÷,Adverb,*
°¥±×¶û°¥±×¶û,Adverb,*
°¥±Ù°¥±Ù,Adverb,*
°¥±ŞÈ÷,Adverb,*
°¥±â°¥±â,Adverb,*
°¥µ¥¾øÀÌ,Adverb,*
°¥¶Ë¸»¶Ë,Adverb,*
°¥·¡°¥·¡,Adverb,*
°¥¼ö·Ï,Adverb,*
°¥½Ö,Adverb,*
°¥½Ö°¥½Ö,Adverb,*
°¥¾À°¥¾À,Adverb,*
°¥ÂßÈ÷,Adverb,*
°¥Ä²°¥Ä²,Adverb,*
°¥ÆÈÁúÆÎ,Adverb,*
°¥ÆÎÁöÆÎ,Adverb,*
°¥ÆÎÁúÆÎ,Adverb,*
°¥ÇÇ°¥ÇÇ,Adverb,*
°¦ÀÛ°¦ÀÛ,Adverb,*
°¦Á×°¦Á×,Adverb,*
°¨°¨,Adverb,*
°¨°¨È÷,Adverb,*
°¨°İ½º·¹,Adverb,*
°¨±ô,Adverb,*
°¨µ¿ÀûÀ¸·Î,Adverb,*
°¨¹Ì·ÎÀÌ,Adverb,*
°¨»çÈ÷,Adverb,*
°¨»óÀûÀ¸·Î,Adverb,*
°¨¼ºÀûÀ¸·Î,Adverb,*
°¨¼ş°¨¼ş,Adverb,*
°¨½Ç°¨½Ç,Adverb,*
°¨¿¬È÷,Adverb,*
°¨¿ëÈ÷,Adverb,*
°¨ÀÛ°¨ÀÛ,Adverb,*
°¨Á¤ÀÌÀÔÀûÀ¸·Î,Adverb,*
°¨Á¤ÀûÀ¸·Î,Adverb,*
°¨Áß¿¬È÷,Adverb,*
°¨Áö´öÁö,Adverb,*
°¨Â¦,Adverb,*
°¨ÂÊ°°ÀÌ,Adverb,*
°¨È÷,Adverb,*
°©°©È÷,Adverb,*
°©ÀÚ±â,Adverb,*
°©ÀÛ,Adverb,*
°©ÀÛ½º·¯ÀÌ,Adverb,*
°©ÀÛ½º·´°Ô,Adverb,*
°©ÀÛ½º·¹,Adverb,*
°©Àç±â,Adverb,*
°ª¾øÀÌ,Adverb,*
°«,Adverb,*
°­°­È÷,Adverb,*
°­°ÇÈ÷,Adverb,*
°­°ßÈ÷,Adverb,*
°­°æÈ÷,Adverb,*
°­°íÈ÷,Adverb,*
°­°úÈ÷,Adverb,*
°­±×¸®,Adverb,*
°­³çÈ÷,Adverb,*
°­´ëÈ÷,Adverb,*
°­µµ³ô°Ô,Adverb,*
°­µ¿,Adverb,*
°­µ¿°­µ¿,Adverb,*
°­·ÂÈ÷,Adverb,*
°­·ÄÈ÷,Adverb,*
°­¸íÈ÷,Adverb,*
°­¹ÚÈ÷,Adverb,*
°­¾ĞÀûÀ¸·Î,Adverb,*
°­¿ÕÈ÷,Adverb,*
°­ÀÇÈ÷,Adverb,*
°­ÀÎÈ÷,Adverb,*
°­À×È÷,Adverb,*
°­Àå,Adverb,*
°­Àå°­Àå,Adverb,*
°­Á¾°­Á¾,Adverb,*
°­Áß,Adverb,*
°­Áß°­Áß,Adverb,*
°­Á÷È÷,Adverb,*
°­Â¥·ç,Adverb,*
°­ÆÚÈ÷,Adverb,*
°­Æ÷È÷,Adverb,*
°­ÇÑÈ÷,Adverb,*
°®Ãß,Adverb,*
°®Ãß°®Ãß,Adverb,*
°°ÀÌ,Adverb,*
°°ÀİÀÌ,Adverb,*
°³°¨½º·¹,Adverb,*
°³°³ÀÌ,Adverb,*
°³°áÈ÷,Adverb,*
°³°ñ°³°ñ,Adverb,*
°³°üÀûÀ¸·Î,Adverb,*
°³±¼°³±¼,Adverb,*
°³±×·°,Adverb,*
°³±×¸£¸¤,Adverb,*
°³¹ß¼è¹ß,Adverb,*
°³¹æÀûÀ¸·Î,Adverb,*
°³º°ÀûÀ¸·Î,Adverb,*
°³¼­,Adverb,*
°³¼º²¯,Adverb,*
°³¼ºÀûÀ¸·Î,Adverb,*
°³½Å°³½Å,Adverb,*
°³¿¬È÷,Adverb,*
°³¿°½º·¹,Adverb,*
°³¿îÈ÷,Adverb,*
°³¿ô,Adverb,*
°³À»¸®,Adverb,*
°³ÀÎÀûÀ¸·Î,Adverb,*
°³ÀÎÁÖÀÇÀûÀ¸·Î,Adverb,*
°³Á¿°°ÀÌ,Adverb,*
°³Ã¼À±¸®ÀûÀ¸·Î,Adverb,*
°³ÄÚ°°ÀÌ,Adverb,*
°³ÄÚÁãÄÚ,Adverb,*
°³Åº½º·¹,Adverb,*
°´°üÀÌ,Adverb,*
°´°üÀûÀ¸·Î,Adverb,*
°´¼³½º·¹,Adverb,*
°´½º·¹,Adverb,*
°´½É½º·¹,Adverb,*
°´Â½ÀÌ,Adverb,*
°¶°¶,Adverb,*
°¶¸®,Adverb,*
°¸Á÷°¸Á÷,Adverb,*
°¸Á÷°¸Á÷ÀÌ,Adverb,*
°¸Á÷ÀÌ,Adverb,*
°»½ÅÈ÷,Adverb,*
°»¿¬È÷,Adverb,*
°»È÷,Adverb,*
°¼¸£¸£,Adverb,*
°¼¸¤È÷,Adverb,*
°¼¸§°¼¸§,Adverb,*
°¼¸ª°¼¸ª,Adverb,*
°¼¿ìµëÈ÷,Adverb,*
°¼¿ì¶×,Adverb,*
°¼¿ì¶×°¼¿ì¶×,Adverb,*
°¼¿ì½º¸§È÷,Adverb,*
°¼¿ô,Adverb,*
°¼¿ô°¼¿ô,Adverb,*
°¼¿ôÀÌ,Adverb,*
°¿°¿,Adverb,*
°¿Âß°¿Âß,Adverb,*
°¿ÂßÀÌ,Adverb,*
°¿Âë°¿Âë,Adverb,*
°¿ÂëÀÌ,Adverb,*
°¿Âï°¿Âï,Adverb,*
°¿ÂïÀÌ,Adverb,*
°Å°³,Adverb,*
°Å±İ,Adverb,*
°Å±â,Adverb,*
°Å²Ù·Î,Adverb,*
°Å³ªÈ÷,Adverb,*
°Å³â½º·¹,Adverb,*
°Å´ö°Å´ö,Adverb,*
°Å´ú°Å´ú,Adverb,*
°ÅµÒ°ÅµÒ,Adverb,*
°Åµå·°°Åµå·°,Adverb,*
°Åµå·°½º·¹,Adverb,*
°Åµå¸§½º·¹,Adverb,*
°Åµç°Åµç,Adverb,*
°Åµç°ÅµçÈ÷,Adverb,*
°ÅµçÈ÷,Adverb,*
°Åµé°Åµé,Adverb,*
°Åµé¶°,Adverb,*
°Åµé¸Ô°Åµé¸Ô,Adverb,*
°Åµë°Åµë,Adverb,*
°Åµì,Adverb,*
°Åµì°Åµì,Adverb,*
°Å¶á°Å¶á,Adverb,*
°Å¶á°Å¶áÈ÷,Adverb,*
°Å¶áÈ÷,Adverb,*
°Å·É½º·¹,Adverb,*
°Å·èÈ÷,Adverb,*
°Å¸®³¦¾øÀÌ,Adverb,*
°Å¸¸,Adverb,*
°Å¸¸½º·¹,Adverb,*
°Å¸¸È÷,Adverb,*
°Å¸Ó¸Ö¾¦ÀÌ,Adverb,*
°Å¸Ó¹«Æ®¸§È÷,Adverb,*
°Å¹«²ô¸§È÷,Adverb,*
°Å¹«¼÷¼÷È÷,Adverb,*
°Å¹«½º·¹,Adverb,*
°Å¹«½º¸§È÷,Adverb,*
°Å¹«Á×Á×È÷,Adverb,*
°Å¹«Æ®¸§È÷,Adverb,*
°Å¹°°Å¹°,Adverb,*
°Å¹°½º·¹,Adverb,*
°Å¹µ°Å¹µ,Adverb,*
°Å¹µ°Å¹µÀÌ,Adverb,*
°Å¹Ì±¸¿¡,Adverb,*
°Å¹İ,Adverb,*
°Åº­ÀÌ,Adverb,*
°Åº®½º·¹,Adverb,*
°ÅºÎÀûÀ¸·Î,Adverb,*
°ÅºÏ»ì½º·¹,Adverb,*
°ÅºÏ½º·¹,Adverb,*
°ÅºĞ°ÅºĞ,Adverb,*
°ÅºĞ°ÅºĞÈ÷,Adverb,*
°ÅºĞÈ÷,Adverb,*
°ÅºÒ°ÅºÒ,Adverb,*
°Åº×°Åº×,Adverb,*
°Åº×°Åº×ÀÌ,Adverb,*
°Åº×ÀÌ,Adverb,*
°Å»Ó°Å»Ó,Adverb,*
°Å»Ó°Å»ÓÈ÷,Adverb,*
°Å»ÓÈ÷,Adverb,*
°Å»Ö°Å»Ö,Adverb,*
°Å»Ö°Å»ÖÀÌ,Adverb,*
°Å»ÖÀÌ,Adverb,*
°Å½½°Å½½,Adverb,*
°Å½¿Ã÷·¹,Adverb,*
°Å½¿Çª·¹,Adverb,*
°Å½ÃÀûÀ¸·Î,Adverb,*
°Å¿¬,Adverb,*
°Å¿¬È÷,Adverb,*
°Å¿À½º·¹,Adverb,*
°Å¿ìµëÈ÷,Adverb,*
°Å¿î,Adverb,*
°ÅÀ§,Adverb,*
°ÅÀ§°ÅÀ§,Adverb,*
°ÅÀÇ,Adverb,*
°ÅÀÇ°ÅÀÇ,Adverb,*
°ÅÀÌ,Adverb,*
°ÅÀÍ,Adverb,*
°ÅÀú,Adverb,*
°ÅÀú·Î,Adverb,*
°ÅÁö¹İ,Adverb,*
°ÅÁø,Adverb,*
°ÅÁş¾øÀÌ,Adverb,*
°ÅÂ¾°ÅÂ¾,Adverb,*
°ÅÃ¢½º·¹,Adverb,*
°ÅÃ¢È÷,Adverb,*
°ÅÃß¾øÀÌ,Adverb,*
°ÅÃßÀå½º·¹,Adverb,*
°ÅÃã°ÅÃã,Adverb,*
°ÅÃæ°ÅÃæ,Adverb,*
°ÅÄ¡Àû°ÅÄ¡Àû,Adverb,*
°ÅÄ¥°ÅÄ¥,Adverb,*
°ÅÄ§¾øÀÌ,Adverb,*
°ÅÄ©,Adverb,*
°ÅÄ©°ÅÄ©,Adverb,*
°ÅÄğ½º·¹,Adverb,*
°ÅÅºÁöÅº,Adverb,*
°ÅÆó½º·¹,Adverb,*
°ÅÇª,Adverb,*
°ÅÇª°ÅÇª,Adverb,*
°ÅÇ¬°ÅÇ¬,Adverb,*
°ÅÇ®°ÅÇ®,Adverb,*
°ÅÇ²°ÅÇ²,Adverb,*
°Æ½Ç°Æ½ÇÈ÷,Adverb,*
°ÆÁ¤½º·¹,Adverb,*
°Ç°­È÷,Adverb,*
°Ç°Ç,Adverb,*
°Ç°Ç»ç»ç,Adverb,*
°Ç°ÇÀÌ,Adverb,*
°Ç°ÇÂóÂñÈ÷,Adverb,*
°Ç°ÇÈ÷,Adverb,*
°Çµ¢°Çµ¢,Adverb,*
°ÇµÕ°ÇµÕ,Adverb,*
°ÇµÕ¹İµÕ,Adverb,*
°ÇµÕÈ÷,Adverb,*
°Çµå··°Çµå··,Adverb,*
°Çµé,Adverb,*
°Çµé°Çµé,Adverb,*
°Ç¶æ,Adverb,*
°Ç¶æ°Ç¶æ,Adverb,*
°Ç»ğÈ÷,Adverb,*
°Ç¼º,Adverb,*
°Ç¼º°Ç¼º,Adverb,*
°Ç¼ºµå¹µÀÌ,Adverb,*
°Ç¼÷È÷,Adverb,*
°Ç½ÇÈ÷,Adverb,*
°ÇÀ¸·Î,Adverb,*
°ÇÀåÈ÷,Adverb,*
°ÇÀüÈ÷,Adverb,*
°ÇÁ¤,Adverb,*
°ÇÁ¤°ÇÁ¤,Adverb,*
°ÇÁ¤È÷,Adverb,*
°ÇÁ¶·ÎÀÌ,Adverb,*
°ÇÁß°ÇÁß,Adverb,*
°ÇÃàÀûÀ¸·Î,Adverb,*
°ÇÈ÷,Adverb,*
°É°É,Adverb,*
°É°ÉÈ÷,Adverb,*
°É±Ù°É±Ù,Adverb,*
°É´ëÈ÷,Adverb,*
°É½Å°É½Å,Adverb,*
°É½Å½º·¹,Adverb,*
°É½Ó½º·¹,Adverb,*
°É½Ö½º·¹,Adverb,*
°É¾À°É¾À,Adverb,*
°É¿ÀÈ÷,Adverb,*
°ÉÀ½°ÉÀ½ÀÌ,Adverb,*
°ÉÂ½°ÉÂ½,Adverb,*
°ÉÂ½Áö±ÙÈ÷,Adverb,*
°ÉÂßÈ÷,Adverb,*
°ÉÄ¡´ö,Adverb,*
°ÉÅÍ,Adverb,*
°ÉÇÍ,Adverb,*
°ÉÇÍ°ÉÇÍ,Adverb,*
°ÉÇÍÇÏ¸é,Adverb,*
°Ë¹ÚÈ÷,Adverb,*
°ËºÒ´ıºÒ,Adverb,*
°Ëºñ°Ëºñ,Adverb,*
°Ë¼ÒÈ÷,Adverb,*
°Ë¼ş°Ë¼ş,Adverb,*
°Ë½Ç°Ë½Ç,Adverb,*
°ËÀû°ËÀû,Adverb,*
°ËÃø½º·¹,Adverb,*
°ËÃøÀÌ,Adverb,*
°ËÃøÃøÀÌ,Adverb,*
°ËÆ¯È÷,Adverb,*
°ËÇª¸£°Ô,Adverb,*
°Ì°ÌÈ÷,Adverb,*
°Ì³ª,Adverb,*
°Ì³ª°Ô,Adverb,*
°Ì³ªÈ÷,Adverb,*
°Ì¾àÈ÷,Adverb,*
°ÏµÕ,Adverb,*
°ÏµÕ°ÏµÕ,Adverb,*
°Ï¼ºµå¹µÀÌ,Adverb,*
°ÏÁ¤,Adverb,*
°ÏÁ¤°ÏÁ¤,Adverb,*
°ÏÁß,Adverb,*
°ÏÁß°ÏÁß,Adverb,*
°ÏÃæ°ÏÃæ,Adverb,*
°ÑÀÌ,Adverb,*
°Ô°É°Ô°É,Adverb,*
°Ô°É½º·¹,Adverb,*
°Ô°Ë½º·¹,Adverb,*
°Ô°Ô,Adverb,*
°Ô´Ù°¡,Adverb,*
°ÔµÎ´ú°ÔµÎ´ú,Adverb,*
°ÔµÕ´ëµÕ,Adverb,*
°Ô½º¸§Ã÷·¹,Adverb,*
°Ô½¿Ã÷·¹,Adverb,*
°Ô½¿Ä¡·¹,Adverb,*
°Ô¿°½º·¹,Adverb,*
°Ô¿Í,Adverb,*
°ÔÀ»¸®,Adverb,*
°ÔÀúºĞÈ÷,Adverb,*
°ÔÀûÁö±ÙÈ÷,Adverb,*
°ÔÁ¢½º·¹,Adverb,*
°ÔÁ¤°ÔÁ¤,Adverb,*
°ÔÁ¤½º·¹,Adverb,*
°ÔÁß,Adverb,*
°ÔÁú°ÔÁú,Adverb,*
°Ö¸®,Adverb,*
°Ü¿À,Adverb,*
°Ü¿ì,Adverb,*
°Ü¿ì°Ü¿ì,Adverb,*
°Ü¿ì³»,Adverb,*
°Ü¿ì³»³»,Adverb,*
°İ·ÄÇÏ°Ô,Adverb,*
°İ·ÄÈ÷,Adverb,*
°İº°È÷,Adverb,*
°İ½ÉÈ÷,Adverb,*
°İ¿øÈ÷,Adverb,*
°İ¿ùÈ÷,Adverb,*
°İÀûÈ÷,Adverb,*
°İÁ¤ÀûÀ¸·Î,Adverb,*
°İÁ¶È÷,Adverb,*
°İÁö°İÁö,Adverb,*
°ß°­È÷,Adverb,*
°ß°áÈ÷,Adverb,*
°ß°æÈ÷,Adverb,*
°ß°íÈ÷,Adverb,*
°ß±ŞÈ÷,Adverb,*
°ß½ÇÈ÷,Adverb,*
°ßÁ¤È÷,Adverb,*
°ßÈ®È÷,Adverb,*
°à°Å´ÏÆ²°Å´Ï,Adverb,*
°á°áÀÌ,Adverb,*
°á°áÈ÷,Adverb,*
°á°îÈ÷,Adverb,*
°á°ú·ĞÀûÀ¸·Î,Adverb,*
°á°úÀûÀ¸·Î,Adverb,*
°á±¹,Adverb,*
°á´ÜÄÚ,Adverb,*
°á·ĞÀûÀ¸·Î,Adverb,*
°á¹éÈ÷,Adverb,*
°á»çÀûÀ¸·Î,Adverb,*
°á»çÄÚ,Adverb,*
°á¾ğÈ÷,Adverb,*
°á¿¬È÷,Adverb,*
°áÀÇ·ĞÀûÀ¸·Î,Adverb,*
°áÁ¤·ĞÀûÀ¸·Î,Adverb,*
°áÁ¤ÀûÀ¸·Î,Adverb,*
°áÄÚ,Adverb,*
°â°â,Adverb,*
°âµÎ°âµÎ,Adverb,*
°â»ç°â»ç,Adverb,*
°â¼Õ½º·¹,Adverb,*
°â¼ÕÈ÷,Adverb,*
°â¿¬½º·¹,Adverb,*
°â¿¬Â½ÀÌ,Adverb,*
°â¿¬È÷,Adverb,*
°âÁö°âÁö,Adverb,*
°âÇãÈ÷,Adverb,*
°ã°ãÀÌ,Adverb,*
°æ°ÅÈ÷,Adverb,*
°æ°ÇÈ÷,Adverb,*
°æ°æÈ÷,Adverb,*
°æ±¸ÀûÀ¸·Î,Adverb,*
°æ³­È÷,Adverb,*
°æµ¶È÷,Adverb,*
°æ¸¸È÷,Adverb,*
°æ¸Á½º·¹,Adverb,*
°æ¸ÁÈ÷,Adverb,*
°æ¹¦È÷,Adverb,*
°æ¹ÌÈ÷,Adverb,*
°æ¹ÚÈ÷,Adverb,*
°æºÎÈ÷,Adverb,*
°æ»ç·ÎÀÌ,Adverb,*
°æ»ç½º·¹,Adverb,*
°æ¼±È÷,Adverb,*
°æ¼¼È÷,Adverb,*
°æ¼ÒÈ÷,Adverb,*
°æ¼ÖÈ÷,Adverb,*
°æ¼÷È÷,Adverb,*
°æ¿µ»çÈ¸ÇĞÀûÀ¸·Î,Adverb,*
°æÀÇÀûÀ¸·Î,Adverb,*
°æÀÌ·ÎÀÌ,Adverb,*
°æÀÌÈ÷,Adverb,*
°æÀïÀûÀ¸·Î,Adverb,*
°æÁ¦ÀûÀ¸·Î,Adverb,*
°æÁ¦ÇĞÀûÀ¸·Î,Adverb,*
°æÁ¶È÷,Adverb,*
°æÄèÈ÷,Adverb,*
°æÆíÈ÷,Adverb,*
°æÇÏ½º·¹,Adverb,*
°æÇÑÈ÷,Adverb,*
°æÇâÀûÀ¸·Î,Adverb,*
°æÇèÁÖÀÇÀûÀ¸·Î,Adverb,*
°æÇöÈ÷,Adverb,*
°æÈ¦È÷,Adverb,*
°æÈ²¾øÀÌ,Adverb,*
°è°è,Adverb,*
°è°ü¾øÀÌ,Adverb,*
°è±ŞÀûÀ¸·Î,Adverb,*
°è¸é½º·¹,Adverb,*
°è¸éÂ½ÀÌ,Adverb,*
°è¼Ó,Adverb,*
°è¼Ó°è¼Ó,Adverb,*
°è¼ÓÀûÀ¸·Î,Adverb,*
°è¿¡±¸,Adverb,*
°èÀıÀûÀ¸·Î,Adverb,*
°èÃşÀûÀ¸·Î,Adverb,*
°èÅëÀûÀ¸·Î,Adverb,*
°í°áÈ÷,Adverb,*
°í°í»ô»ô,Adverb,*
°í°íÇĞÀûÀ¸·Î,Adverb,*
°í°íÈ÷,Adverb,*
°í±«È÷,Adverb,*
°í±ÃÈ÷,Adverb,*
°í±ÍÈ÷,Adverb,*
°í±ØÈ÷,Adverb,*
