Column1,Column5,Column9
겉물키,Verb,*
겉잡,Verb,*
겉핥,Verb,*
게기,Verb,*
게두덜거리,Verb,*
게우,Verb,*
겨가,Verb,*
겨누,Verb,*
겨루,Verb,*
겨울나,Verb,*
겨워하,Verb,*
격,Verb,*
격하,Verb,*
겪,Verb,*
겪음허,Verb,*
견디,Verb,*
견주,Verb,*
겯,Verb,*
겯고틀,Verb,*
결딴나,Verb,*
결딴내,Verb,*
결론짓,Verb,*
결리,Verb,*
결말내,Verb,*
결말짓,Verb,*
결정짓,Verb,*
결판나,Verb,*
결판내,Verb,*
결하,Verb,*
겸,Verb,*
겸하,Verb,*
겸허,Verb,*
겹,Verb,*
겹쌓이,Verb,*
겹지,Verb,*
겹쳐지,Verb,*
겹치,Verb,*
경사지,Verb,*
경치,Verb,*
곁달리,Verb,*
곁드리,Verb,*
곁들,Verb,*
곁들이,Verb,*
계,Verb,*
계기,Verb,*
계면돌,Verb,*
계시,Verb,*
고,Verb,*
고꾸라뜨리,Verb,*
고꾸라지,Verb,*
고동치,Verb,*
고러,Verb,*
고루,Verb,*
고르,Verb,*
고마워하,Verb,*
고만두,Verb,*
고만두라,Verb,*
고만하,Verb,*
고맙,Verb,*
고물거리,Verb,*
고부라지,Verb,*
고사하,Verb,*
고스러지,Verb,*
고시랑거리,Verb,*
고오치,Verb,*
고와하,Verb,*
고우,Verb,*
고으,Verb,*
고이,Verb,*
고장나,Verb,*
고쳐,Verb,*
고쳐먹,Verb,*
고치,Verb,*
고티,Verb,*
고하,Verb,*
고함지르,Verb,*
고함치,Verb,*
고해바치,Verb,*
곡하,Verb,*
곤두박,Verb,*
곤두박질치,Verb,*
곤두박히,Verb,*
곤두서,Verb,*
곤두세우,Verb,*
곤드라지,Verb,*
곤치,Verb,*
곧,Verb,*
곧서,Verb,*
곧이듣,Verb,*
곧이들리,Verb,*
곧추서,Verb,*
곧추세우,Verb,*
곧추앉,Verb,*
골,Verb,*
골골거리,Verb,*
골골대,Verb,*
골까,Verb,*
골나,Verb,*
골라내,Verb,*
골라잡,Verb,*
골르,Verb,*
골리,Verb,*
골병들,Verb,*
골싸,Verb,*
골아떨어지,Verb,*
골탕먹,Verb,*
골탕먹이,Verb,*
곪,Verb,*
곯,Verb,*
곯리,Verb,*
곯아떨어,Verb,*
곯아떨어지,Verb,*
곰삭,Verb,*
곰삭이,Verb,*
곰살거리,Verb,*
곱,Verb,*
곱사하,Verb,*
곱살리,Verb,*
곱삶,Verb,*
곱새기,Verb,*
곱송그리,Verb,*
곱씹,Verb,*
곱씹히,Verb,*
곱아들,Verb,*
곱접,Verb,*
곱질,Verb,*
곱치,Verb,*
곱하,Verb,*
공갈치,Verb,*
공굴리,Verb,*
공그르,Verb,*
공글리,Verb,*
공들,Verb,*
공들이,Verb,*
공치,Verb,*
과하,Verb,*
관두,Verb,*
관련짓,Verb,*
관심없,Verb,*
관하,Verb,*
광내,Verb,*
괜찮,Verb,*
괴,Verb,*
괴로워하,Verb,*
괴롭히,Verb,*
괴어들,Verb,*
괴어오르,Verb,*
괴얹,Verb,*
괴오,Verb,*
괴오르,Verb,*
괴이,Verb,*
굉이,Verb,*
교감,Verb,*
교정보,Verb,*
구겨뜨리,Verb,*
구겨박,Verb,*
구겨버리,Verb,*
구겨지,Verb,*
구경나,Verb,*
구구거리,Verb,*
구기,Verb,*
구기박지르,Verb,*
구다보,Verb,*
구두덜거리,Verb,*
구두덜대,Verb,*
구르,Verb,*
구멍나,Verb,*
구물거리,Verb,*
구부러지,Verb,*
구부리,Verb,*
구불거리,Verb,*
구비돌,Verb,*
구비치,Verb,*
구스르,Verb,*
구슬러,Verb,*
구슬르,Verb,*
구슬리,Verb,*
구슬지,Verb,*
구시렁거리,Verb,*
구시렁대,Verb,*
구실르,Verb,*
구실삼,Verb,*
구어박,Verb,*
구워삶,Verb,*
구피,Verb,*
구하,Verb,*
구허,Verb,*
군드러지,Verb,*
군시렁거리,Verb,*
군시렁대,Verb,*
굳,Verb,*
굳어지,Verb,*
굳히,Verb,*
굴,Verb,*
굴러,Verb,*
굴러가,Verb,*
굴러내리,Verb,*
굴러다니,Verb,*
굴러들,Verb,*
굴러떨어지,Verb,*
굴러먹,Verb,*
굴러오,Verb,*
굴르,Verb,*
굴리,Verb,*
굴하,Verb,*
굴한,Verb,*
굵히,Verb,*
굶,Verb,*
굶기,Verb,*
굶주리,Verb,*
굻,Verb,*
굼실거리,Verb,*
굼틀거리,Verb,*
굽,Verb,*
굽니,Verb,*
굽신거리,Verb,*
굽신대,Verb,*
굽신하,Verb,*
굽실거리,Verb,*
굽실대,Verb,*
굽어다보,Verb,*
굽어던지,Verb,*
굽어보,Verb,*
굽어보이,Verb,*
굽이돌,Verb,*
굽이지,Verb,*
굽이치,Verb,*
굽죄,Verb,*
굽피,Verb,*
굽히,Verb,*
궁그리,Verb,*
궁글리,Verb,*
궁금해하,Verb,*
궁상떨,Verb,*
궁성거리,Verb,*
궁시렁거리,Verb,*
궁시렁대,Verb,*
궁싯거리,Verb,*
궁싯궁싯대,Verb,*
궂,Verb,*
궃,Verb,*
권태로워지,Verb,*
권하,Verb,*
궐하,Verb,*
궿,Verb,*
귀기울이,Verb,*
귀담,Verb,*
귀담아듣,Verb,*
귀먹,Verb,*
귀빠지,Verb,*
귀여워하,Verb,*
귀울이,Verb,*
귀찮,Verb,*
규격지,Verb,*
규정짓,Verb,*
규하,Verb,*
그,Verb,*
그늘지,Verb,*
그떡거리,Verb,*
그라,Verb,*
그래쌓,Verb,*
그러,Verb,*
그러가,Verb,*
그러모으,Verb,*
그러물,Verb,*
그러안,Verb,*
그러잖,Verb,*
그러잡,Verb,*
그러쥐,Verb,*
그러하,Verb,*
그럭하,Verb,*
그렁거리,Verb,*
그렁대,Verb,*
그렁이,Verb,*
그렇,Verb,*
그렇찮,Verb,*
그려,Verb,*
그려내,Verb,*
그려지,Verb,*
그르,Verb,*
그르렁거리,Verb,*
그르치,Verb,*
그릇되,Verb,*
그리,Verb,*
그리멀,Verb,*
그리워지,Verb,*
그리워하,Verb,*
그리하,Verb,*
그릴라치,Verb,*
그만두,Verb,*
그스리,Verb,*
그슬,Verb,*
그슬리,Verb,*
그어주,Verb,*
그으르,Verb,*
그을,Verb,*
그을리,Verb,*
그츠,Verb,*
그치,Verb,*
그카,Verb,*
극변하,Verb,*
극하,Verb,*
근질거리,Verb,*
글,Verb,*
글러지,Verb,*
글르,Verb,*
글썽거리,Verb,*
글썽대,Verb,*
글썽이,Verb,*
글쓰,Verb,*
긁,Verb,*
긁어내,Verb,*
긁어내리,Verb,*
긁어놓,Verb,*
긁어당기,Verb,*
긁어들이,Verb,*
긁어먹,Verb,*
긁어모으,Verb,*
긁적거리,Verb,*
긁적대,Verb,*
긁적이,Verb,*
긁히,Verb,*
긁히우,Verb,*
금,Verb,*
금긋,Verb,*
금나,Verb,*
금하,Verb,*
금허,Verb,*
긋,Verb,*
기,Verb,*
기꺼워하,Verb,*
기다리,Verb,*
기달,Verb,*
기달리,Verb,*
기대,Verb,*
기대되,Verb,*
기대리,Verb,*
기대서,Verb,*
기대앉,Verb,*
기둘리,Verb,*
기러,Verb,*
기럽,Verb,*
기록하,Verb,*
기르,Verb,*
기리,Verb,*
기리키,Verb,*
기뻐하,Verb,*
기뻐허,Verb,*
기시,Verb,*
기어가,Verb,*
기어나오,Verb,*
기어다니,Verb,*
기어들,Verb,*
기어들어가,Verb,*
기어들어오,Verb,*
기어들으가,Verb,*
기어오,Verb,*
기어오르,Verb,*
기어올라가,Verb,*
기어올라오,Verb,*
기억나,Verb,*
기우,Verb,*
기우뚱거리,Verb,*
기우뚱대,Verb,*
기울,Verb,*
기울어지,Verb,*
기울이,Verb,*
기웃거리,Verb,*
기웃대,Verb,*
기이,Verb,*
기죽,Verb,*
기죽이,Verb,*
기하,Verb,*
긷,Verb,*
긷들,Verb,*
길,Verb,*
길들,Verb,*
길들이,Verb,*
길러주,Verb,*
길르,Verb,*
길리,Verb,*
길리우,Verb,*
길어올리,Verb,*
김매,Verb,*
김메,Verb,*
김빠지,Verb,*
김새,Verb,*
김아무갛,Verb,*
깁,Verb,*
깃눌리,Verb,*
깃들,Verb,*
깃들이,Verb,*
깊어지,Verb,*
까,Verb,*
까내,Verb,*
까내리,Verb,*
까놓,Verb,*
까닥거리,Verb,*
까닥이,Verb,*
까대,Verb,*
까댁이,Verb,*
까뒤집,Verb,*
까뒤집히,Verb,*
까들추,Verb,*
까딱거리,Verb,*
까딱이,Verb,*
까딱하,Verb,*
까라앉,Verb,*
까라지,Verb,*
까르륵거리,Verb,*
까르륵대,Verb,*
까매지,Verb,*
까먹,Verb,*
까무느,Verb,*
까무니,Verb,*
까무라치,Verb,*
까무러지,Verb,*
까무러치,Verb,*
까묵,Verb,*
까물거리,Verb,*
까물어지,Verb,*
까뭇거리,Verb,*
까뭉개,Verb,*
까바리,Verb,*
까바지,Verb,*
까발기,Verb,*
까발리,Verb,*
까발셔내,Verb,*
까벌리,Verb,*
까보,Verb,*
까부,Verb,*
까부라지,Verb,*
까부러지,Verb,*
까부르,Verb,*
까부수,Verb,*
까부시,Verb,*
까불,Verb,*
까불거리,Verb,*
까불대,Verb,*
까불리,Verb,*
까스르,Verb,*
까슬러대,Verb,*
까악거리,Verb,*
까악까악거리,Verb,*
까이,Verb,*
까지,Verb,*
까지르,Verb,*
까탈부리,Verb,*
깍,Verb,*
깍아내리,Verb,*
깍이,Verb,*
깎,Verb,*
깎아내리,Verb,*
깎아지르,Verb,*
깎이,Verb,*
깎이우,Verb,*
깐족이,Verb,*
깐죽거리,Verb,*
깔,Verb,*
깔기,Verb,*
깔깔거리,Verb,*
깔깔깔거리,Verb,*
깔깔껄껄거리,Verb,*
깔깔대,Verb,*
깔끄러,Verb,*
깔대,Verb,*
깔딱거리,Verb,*
깔리,Verb,*
깔보,Verb,*
깔보이,Verb,*
깔아뭉개,Verb,*
깔쭉거리,Verb,*
깜,Verb,*
깜기,Verb,*
깜박거리,Verb,*
깜박대,Verb,*
깜박이,Verb,*
깜빡거리,Verb,*
깜빡대,Verb,*
깜빡이,Verb,*
깜빡하,Verb,*
깜작이,Verb,*
깜작허,Verb,*
깜짝거리,Verb,*
깜짝이,Verb,*
깝대,Verb,*
깝살리,Verb,*
깝죽거리,Verb,*
깝죽대,Verb,*
깡충거리,Verb,*
깡충대,Verb,*
깣이,Verb,*
깨,Verb,*
깨갱거리,Verb,*
깨겨버리,Verb,*
깨끗하,Verb,*
깨나,Verb,*
깨놓,Verb,*
깨단하,Verb,*
깨닫,Verb,*
깨달,Verb,*
깨닳,Verb,*
깨뜨리,Verb,*
깨묵,Verb,*
깨물,Verb,*
깨물리,Verb,*
깨물어뜨리,Verb,*
깨보,Verb,*
깨부수,Verb,*
깨어나,Verb,*
깨어지,Verb,*
깨여지,Verb,*
깨우,Verb,*
깨우치,Verb,*
깨이,Verb,*
깨작거리,Verb,*
깨작이,Verb,*
깨잖,Verb,*
깨지,Verb,*
깨지락대,Verb,*
깨치,Verb,*
깨트리,Verb,*
깻박치,Verb,*
깽깽거리,Verb,*
깽깽대,Verb,*
꺄르륵거리,Verb,*
꺼,Verb,*
꺼꾸러뜨리,Verb,*
꺼꾸러지,Verb,*
꺼끌거리,Verb,*
꺼내,Verb,*
꺼덕이,Verb,*
꺼들리,Verb,*
꺼뜨리,Verb,*
꺼리,Verb,*
꺼리끼,Verb,*
꺼묻,Verb,*
꺼불거리,Verb,*
꺼우르,Verb,*
꺼주,Verb,*
꺼지,Verb,*
꺼집어내,Verb,*
꺼트리,Verb,*
꺽,Verb,*
꺽꺽거리,Verb,*
꺽꺽대,Verb,*
꺽쉬,Verb,*
꺽이,Verb,*
꺽이우,Verb,*
꺽지,Verb,*
꺾,Verb,*
꺾어지,Verb,*
꺾이,Verb,*
꺾지,Verb,*
껀들거리,Verb,*
껄,Verb,*
껄껄거리,Verb,*
껄껄대,Verb,*
껄떡거리,Verb,*
껄떡대,Verb,*
껌벅거리,Verb,*
껌벅껌벅거리,Verb,*
껌벅이,Verb,*
껌뻑거리,Verb,*
껌뻑이,Verb,*
껑껑대,Verb,*
껑충거리,Verb,*
껑충이,Verb,*
께차,Verb,*
껴들,Verb,*
껴묻히,Verb,*
껴안,Verb,*
껴입,Verb,*
껴입히,Verb,*
껴잡,Verb,*
꼬,Verb,*
꼬꼬댁거리,Verb,*
꼬꾸라지,Verb,*
꼬나,Verb,*
꼬나들,Verb,*
꼬나물,Verb,*
꼬나바치,Verb,*
꼬나박,Verb,*
꼬나보,Verb,*
꼬나잡,Verb,*
꼬나쥐,Verb,*
꼬놔대,Verb,*
꼬느,Verb,*
꼬드기,Verb,*
꼬드라지,Verb,*
꼬득이,Verb,*
꼬라박,Verb,*
꼬륵거리,Verb,*
꼬매,Verb,*
꼬무락거리,Verb,*
꼬무작거리,Verb,*
꼬물거리,Verb,*
꼬물대,Verb,*
꼬발르,Verb,*
꼬부라들,Verb,*
꼬부라지,Verb,*
꼬부러지,Verb,*
꼬부리,Verb,*
꼬불거리,Verb,*
꼬불치,Verb,*
꼬시,Verb,*
꼬시라지,Verb,*
꼬시르,Verb,*
꼬실르,Verb,*
꼬이,Verb,*
꼬잡,Verb,*
꼬지르,Verb,*
꼬집,Verb,*
꼬집히,Verb,*
꼰,Verb,*
꼰지,Verb,*
꼰지르,Verb,*
꼲아물,Verb,*
꼴,Verb,*
꼴딱거리,Verb,*
꼴딱이,Verb,*
꼴리,Verb,*
꼴아박,Verb,*
꼼실대,Verb,*
꼼지락거리,Verb,*
꼼지락대,Verb,*
꼼질거리,Verb,*
꼼치,Verb,*
꼼틀거리,Verb,*
꼽,Verb,*
꼽들,Verb,*
꼽들이,Verb,*
꼽사리끼,Verb,*
꼽치,Verb,*
꼽하,Verb,*
꼽히,Verb,*
꽂,Verb,*
꽂히,Verb,*
꽃피,Verb,*
꽃피우,Verb,*
꽉차,Verb,*
꽥꽥거리,Verb,*
꽥꽥대,Verb,*
꾀,Verb,*
꾀벗,Verb,*
꾀부리,Verb,*
꾀어내,Verb,*
꾀어들,Verb,*
꾀이,Verb,*
꾀죄죄,Verb,*
꾀하,Verb,*
꾄,Verb,*
꾸,Verb,*
꾸기,Verb,*
꾸깆,Verb,*
꾸루륵대,Verb,*
꾸르럭거리,Verb,*
꾸리,Verb,*
꾸무적거리,Verb,*
꾸물거리,Verb,*
꾸물대,Verb,*
꾸물럭거리,Verb,*
꾸미,Verb,*
꾸벅거리,Verb,*
꾸벅이,Verb,*
꾸부러지,Verb,*
꾸부리,Verb,*
꾸이,Verb,*
꾸짓,Verb,*
꾸짖,Verb,*
꾸치,Verb,*
꿀꺽거리,Verb,*
꿀꿀거리,Verb,*
꿀꿀대,Verb,*
꿀럭거리,Verb,*
꿀리,Verb,*
꿇,Verb,*
꿇리,Verb,*
꿇어앉,Verb,*
꿇어앉히,Verb,*
꿈꾸,Verb,*
꿈벅거리,Verb,*
꿈벅꿈벅거리,Verb,*
꿈벅이,Verb,*
꿈뻑거리,Verb,*
꿈뻑대,Verb,*
꿈뻑하,Verb,*
꿈적거리,Verb,*
꿈지럭거리,Verb,*
꿈지럭대,Verb,*
꿈터오르,Verb,*
꿈트,Verb,*
꿈틀,Verb,*
꿈틀거리,Verb,*
꿈틀대,Verb,*
꿉,Verb,*
꿍얼거리,Verb,*
꿍치,Verb,*
꿍허,Verb,*
꿰,Verb,*
꿰뚫,Verb,*
꿰맞추,Verb,*
꿰매,Verb,*
꿰메,Verb,*
꿰이,Verb,*
꿰입,Verb,*
꿰지,Verb,*
꿰차,Verb,*
꿰하,Verb,*
뀌,Verb,*
뀌미,Verb,*
끄,Verb,*
끄내,Verb,*
끄달리,Verb,*
끄덕거리,Verb,*
끄덕이,Verb,*
끄떡이,Verb,*
끄르,Verb,*
끄르럭대,Verb,*
끄먹거리,Verb,*
끄물거리,Verb,*
끄스르,Verb,*
끄슬리,Verb,*
끄을리,Verb,*
끄잡,Verb,*
끄적거리,Verb,*
끄적대,Verb,*
끄적이,Verb,*
끄집,Verb,*
끄집어내,Verb,*
끄집어내리,Verb,*
끈적거리,Verb,*
끈적이,Verb,*
끈치,Verb,*
끊,Verb,*
끊겨지,Verb,*
끊기,Verb,*
끊어지,Verb,*
끊어치,Verb,*
끊이,Verb,*
끌,Verb,*
끌끌거리,Verb,*
끌러지,Verb,*
끌려가,Verb,*
끌려나가,Verb,*
끌려나오,Verb,*
끌려다니,Verb,*
끌려들,Verb,*
끌려들어가,Verb,*
끌려오,Verb,*
끌르,Verb,*
끌리,Verb,*
끌리가,Verb,*
끌어가,Verb,*
끌어내,Verb,*
끌어내리,Verb,*
끌어넣,Verb,*
끌어다니,Verb,*
끌어당기,Verb,*
끌어대,Verb,*
끌어댕기,Verb,*
끌어들이,Verb,*
끌어매,Verb,*
끌어모으,Verb,*
끌어안,Verb,*
끌어오,Verb,*
끌어올리,Verb,*
끓,Verb,*
끓어넘치,Verb,*
끓어오르,Verb,*
끓이,Verb,*
끔벅거리,Verb,*
끔벅이,Verb,*
끔뻑거리,Verb,*
끔뻑대,Verb,*
끔쩍이,Verb,*
끙끙거리,Verb,*
끙끙대,Verb,*
끝,Verb,*
끝가,Verb,*
끝나,Verb,*
끝나가,Verb,*
끝내,Verb,*
끝내주,Verb,*
끝리,Verb,*
끝마치,Verb,*
끝막,Verb,*
끝맡히,Verb,*
끝맺,Verb,*
끝장나,Verb,*
끝장내,Verb,*
끼,Verb,*
끼가,Verb,*
끼끼거리,Verb,*
끼뜨리,Verb,*
끼루룩거리,Verb,*
끼르륵거리,Verb,*
끼리,Verb,*
끼리릭거리,Verb,*
끼어들,Verb,*
끼어안,Verb,*
끼얹,Verb,*
끼얹히,Verb,*
끼여들,Verb,*
끼우,Verb,*
끼운,Verb,*
끼이,Verb,*
끼적거리,Verb,*
끼적대,Verb,*
끼적이,Verb,*
끼치,Verb,*
끽끽대,Verb,*
끽하,Verb,*
낄낄거리,Verb,*
낄낄대,Verb,*
낄리,Verb,*
낌새채,Verb,*
낑기,Verb,*
낑낑거리,Verb,*
낑낑대,Verb,*
낑낑매,Verb,*
나,Verb,*
나가,Verb,*
나가떨어지,Verb,*
나가보,Verb,*
나가자빠지,Verb,*
나꾸,Verb,*
나꿔채,Verb,*
나넘,Verb,*
나누,Verb,*
나누이,Verb,*
나눠주,Verb,*
나뉘,Verb,*
나다니,Verb,*
나대,Verb,*
나댕기,Verb,*
나돌,Verb,*
나돌아다니,Verb,*
나동그라지,Verb,*
나두,Verb,*
나둥그러지,Verb,*
나뒤집히,Verb,*
나뒹굴,Verb,*
나들,Verb,*
나딩굴,Verb,*
나라지,Verb,*
나려가,Verb,*
나려오,Verb,*
나려쪼이,Verb,*
나르,Verb,*
나리,Verb,*
나무라,Verb,*
나무래,Verb,*
나발불,Verb,*
나부끼,Verb,*
나부대,Verb,*
나분대,Verb,*
나불거리,Verb,*
나불대,Verb,*
나붙,Verb,*
나붙이,Verb,*
나비대,Verb,*
나빠지,Verb,*
나쁘,Verb,*
나사지,Verb,*
나서,Verb,*
나스,Verb,*
나아가,Verb,*
나아오,Verb,*
나아지,Verb,*
나앉,Verb,*
나오,Verb,*
나와,Verb,*
나울치,Verb,*
나자빠눕,Verb,*
나자빠지,Verb,*
나즉하,Verb,*
나타나,Verb,*
나타내,Verb,*
나토,Verb,*
나투,Verb,*
나풀거리,Verb,*
나풀대,Verb,*
나허,Verb,*
낙인찍,Verb,*
낙인찍히,Verb,*
낚,Verb,*
낚아올리,Verb,*
낚아채,Verb,*
낚아채이,Verb,*
낚이,Verb,*
난리나,Verb,*
난봉나,Verb,*
날,Verb,*
날뛰,Verb,*
날라가,Verb,*
날라다니,Verb,*
날라오,Verb,*
날려쓰,Verb,*
날르,Verb,*
날름거리,Verb,*
날름날름거리,Verb,*
날름대,Verb,*
날리,Verb,*
날새,Verb,*
날아가,Verb,*
날아내리,Verb,*
날아다니,Verb,*
날아들,Verb,*
날아오,Verb,*
날아오르,Verb,*
날으,Verb,*
날이,Verb,*
날치,Verb,*
낡,Verb,*
남,Verb,*
남기,Verb,*
남들,Verb,*
남상지르,Verb,*
남실거리,Verb,*
남아나,Verb,*
남아돌,Verb,*
남아돌아가,Verb,*
납시,Verb,*
납신거리,Verb,*
낫,Verb,*
낫우,Verb,*
낭창거리,Verb,*
낭창대,Verb,*
낭패보,Verb,*
낮잡,Verb,*
낮추,Verb,*
낯가리,Verb,*
낯모르,Verb,*
낯설,Verb,*
낯익,Verb,*
낯익히,Verb,*
낯추,Verb,*
낱카롭,Verb,*
낳,Verb,*
내,Verb,*
내가,Verb,*
내갈기,Verb,*
내걸,Verb,*
내걸리,Verb,*
내깔기,Verb,*
내꼰지,Verb,*
내노,Verb,*
내노라하,Verb,*
내놓,Verb,*
내놓이,Verb,*
내다보,Verb,*
내다보이,Verb,*
